corpus	frozen_prefix	corpus_size_factor_exponent	run	corpus_size	langmod_vocab_size	langmod_num_params	langmod_mean_prob	langmod_median_prob	langmod_geomean_prob	langmod_mean_pplx	langmod_median_pplx	langmod_geomean_pplx	langmod_vocab_used	langmod_vocab_used_frac	langmod_min_freq_vocab_used	langmod_min_sent_len	langmod_mean_sent_len	langmod_max_sent_len	langmod_num_reused_sents	langmod_num_reused_sents_frac	langmod_reused_sents_WMD	langmod_num_reused_3grams	langmod_num_reused_4grams	langmod_num_reused_5grams	langmod_num_unique_sents	langmod_num_unique_sents_frac	langmod_num_types_nouns	langmod_num_types_adjectives	langmod_num_types_verbs	langmod_num_types_adverbs	langmod_num_types_unigrams	langmod_num_types_bigrams	langmod_num_types_trigrams	langmod_num_epochs	langmod_training_time	langmod_total_time	capgen_vocab_size	capgen_num_params	capgen_mean_prob	capgen_median_prob	capgen_geomean_prob	capgen_mean_pplx	capgen_median_pplx	capgen_geomean_pplx	capgen_vocab_used	capgen_vocab_used_frac	capgen_min_freq_vocab_used	capgen_min_sent_len	capgen_mean_sent_len	capgen_max_sent_len	capgen_num_reused_sents	capgen_num_reused_sents_frac	capgen_reused_sents_WMD	capgen_num_reused_3grams	capgen_num_reused_4grams	capgen_num_reused_5grams	capgen_num_unique_sents	capgen_num_unique_sents_frac	capgen_num_types_nouns	capgen_num_types_adjectives	capgen_num_types_verbs	capgen_num_types_adverbs	capgen_num_types_unigrams	capgen_num_types_bigrams	capgen_num_types_trigrams	capgen_BLEU_1	capgen_BLEU_2	capgen_BLEU_3	capgen_BLEU_4	capgen_METEOR	capgen_ROUGE_L	capgen_CIDEr	capgen_SPICE	capgen_WMD	capgen_R@1	capgen_R@5	capgen_R@10	capgen_median_rank	capgen_R@1_frac	capgen_R@5_frac	capgen_R@10_frac	capgen_median_rank_frac	capgen_num_epochs	capgen_training_time	capgen_total_time
flickr8k	False	-0.5	1	9487	1339	1367369	2.16982877757e-07	6.01551794866e-15	4.05826678452e-16	28.4835180626	18.5072111312	19.7695625049	965	0.7206870799103808	5	5	10.8	20	0	0.0	None	4462	1840	651	999	0.999	672	161	236	27	965	4491	6824	18	111	117	1339	3704849	8.33846893835e-06	5.77735193929e-14	4.78240184146e-15	22.5533810228	14.4709258678	15.6648828059	219	0.16355489171023152	30	5	10.431	20	0	0.0	None	8308	6776	4878	783	0.783	149	17	41	1	219	517	959	0.5948614706163747	0.4122188463056156	0.27510108699016306	0.18169576918141428	0.19537183756166365	0.447601712548	0.497749140412	0.133926609052	0.14436471837	168	416	557	8.0	0.168	0.416	0.557	0.008	10	228	620
flickr8k	False	0.0	1	30000	2532	2207241	4.70278634445e-07	7.29390185832e-15	4.97249454362e-16	30.7889714221	17.7555537551	19.4706784546	1133	0.44747235387045814	5	5	10.562	20	0	0.0	None	5138	2558	1090	1000	1.0	749	180	272	32	1133	4528	6672	14	310	320	2532	5057711	7.87996009267e-06	1.34700537616e-14	7.81501524815e-16	29.0881444457	17.0803770451	18.3741227086	211	0.08333333333333333	34	5	10.618	20	0	0.0	None	8565	7061	5250	737	0.737	143	14	43	0	211	525	956	0.5977585232623283	0.4111544114052833	0.27489475884994363	0.18173124443068317	0.19509291761525208	0.446982257548	0.475561808729	0.134124560406	0.139872067449	196	439	572	7.0	0.196	0.439	0.572	0.007	8	220	743
flickr8k	False	-1.0	2	3000	646	879497	1.8321103144e-07	2.08801248494e-15	2.02764774101e-16	28.6006163306	19.358340429	20.9576360186	576	0.891640866873065	5	5	10.571	20	0	0.0	None	3750	1324	361	999	0.999	406	99	158	17	576	3585	6052	20	50	55	646	2918987	5.55266594393e-06	1.21018973065e-13	1.24603921101e-14	19.0399032225	13.5999455451	14.4291425608	159	0.24613003095975233	39	5	10.974	20	0	0.0	None	8882	7262	5236	695	0.695	108	10	27	0	159	339	616	0.5647895024603093	0.38311232579827253	0.24507719321752094	0.1554103312857871	0.18363181646487273	0.43143958299	0.421072918353	0.121379719194	0.134638540987	128	345	465	12.0	0.128	0.345	0.465	0.012	6	124	470
flickr8k	False	-0.5	2	9487	1368	1387785	3.9993275206e-07	4.89581207242e-15	3.27997589328e-16	30.0135726077	18.5908042156	20.1567117415	974	0.7119883040935673	5	5	10.918	20	0	0.0	None	4808	2067	706	1000	1.0	667	160	255	24	974	4344	6705	17	109	116	1368	3737735	1.05190213843e-05	4.24947382934e-14	3.2241229805e-15	23.8600854945	15.1756304391	16.1770580603	202	0.1476608187134503	39	5	10.109	20	0	0.0	None	8046	6570	4743	755	0.755	135	12	42	0	202	464	851	0.6199426253832604	0.42699889863545964	0.28073319556301957	0.18167083380624272	0.1945927170548851	0.449499902288	0.48460311445	0.129634196876	0.139399885623	176	420	533	9.0	0.176	0.42	0.533	0.009	9	207	602
flickr8k	False	0.0	2	30000	2532	2207241	5.83299103999e-07	8.52063390521e-15	4.57816077417e-16	31.4004859921	18.0802897063	19.6528949902	1140	0.45023696682464454	5	5	10.874	20	0	0.0	None	5341	2723	1169	1000	1.0	764	190	265	32	1140	4527	6784	14	311	321	2532	5057711	9.74818172984e-06	1.41318589243e-14	8.23064395937e-16	28.6809550024	17.0131867596	18.1783305376	204	0.08056872037914692	32	5	10.273	20	0	0.0	None	8195	6745	4961	725	0.725	142	13	38	0	204	472	866	0.6080989000291436	0.41828268934322826	0.2786447068309886	0.18323967117867318	0.19442576350038437	0.446416924834	0.482043027093	0.131031905966	0.139295455652	173	397	547	8.5	0.173	0.397	0.547	0.0085	8	221	742
flickr8k	False	-1.0	3	3000	637	873161	4.30104020778e-07	4.03628116254e-15	3.90988471216e-16	26.6335485861	18.4252093109	19.8237465267	597	0.9372056514913658	5	5	11.42	20	0	0.0	None	3848	1381	413	999	0.999	423	109	174	16	597	4232	6995	22	55	59	637	2908781	1.03162046168e-05	3.63670478733e-13	3.02317922478e-14	17.8836450267	12.4118152942	13.2833115321	187	0.29356357927786497	39	5	10.061	20	0	0.0	None	7965	6443	4550	767	0.767	132	13	33	0	187	423	783	0.6113706391014202	0.4185203384691068	0.2722826546753523	0.17267860301971627	0.19096503816777874	0.447235108256	0.459036174771	0.128197746606	0.138478509695	167	378	511	10.0	0.167	0.378	0.511	0.01	9	182	507
flickr8k	False	-0.5	3	9487	1320	1353993	3.64709609084e-07	5.62047811718e-15	3.8171408764e-16	29.7231620286	18.365794463	19.9278755461	887	0.671969696969697	5	5	11.259	20	0	0.0	None	5331	2448	955	1000	1.0	596	152	215	19	887	4086	6489	17	108	115	1320	3683303	6.60841239233e-06	5.73482826244e-14	4.68669853006e-15	22.5069622952	14.7618187844	15.7153210311	241	0.18257575757575759	30	5	9.525	18	0	0.0	None	7444	5967	4268	791	0.791	160	19	52	0	241	578	1032	0.6270866141731625	0.4324185781989622	0.2867627912704238	0.18763787256803494	0.19361419746014563	0.451828172642	0.492307312745	0.128930174656	0.143511380694	186	428	563	8.0	0.186	0.428	0.563	0.008	10	227	607
flickr8k	False	0.0	3	30000	2532	2207241	2.98461698209e-07	6.72091814449e-15	4.71772604477e-16	30.6372298411	18.0005583917	19.6911396429	1227	0.48459715639810425	5	5	11.419	20	0	0.0	None	5534	2776	1183	1000	1.0	815	197	293	33	1227	4950	7318	13	289	300	2532	5057711	8.34666082504e-06	1.49579960649e-14	7.89635604796e-16	28.906783802	17.0704978794	18.2385472074	211	0.08333333333333333	30	5	9.681	20	0	0.0	None	7634	6229	4571	728	0.728	142	14	43	1	211	469	832	0.6246643329138724	0.43316849077410596	0.28644384704333176	0.18565108613827902	0.1956427519019535	0.452323222668	0.490148352237	0.127163044822	0.140215119061	185	446	576	7.0	0.185	0.446	0.576	0.007	8	220	717
flickr8k	True	-1.0	4	3000	626	865417	9.67647700451e-08	6.72539771973e-15	6.54299252696e-16	25.2308732544	17.6633633898	19.1295909557	593	0.9472843450479234	5	5	12.179	20	0	0.0	None	4354	1564	471	1000	1.0	412	118	186	17	593	4470	7462	24	56	60	626	2896307	7.45688964441e-06	4.24227243562e-13	4.29328601524e-14	16.8963512297	12.2432987484	12.957291788	194	0.30990415335463256	39	5	10.293	20	0	0.0	None	8218	6610	4552	733	0.733	127	15	39	2	194	460	844	0.5756339259690493	0.3929672535917275	0.2552412359443219	0.16265640510915386	0.18415072997821724	0.428883106544	0.42436182713	0.121911558687	0.131623937587	156	384	496	11.0	0.156	0.384	0.496	0.011	9	121	443
flickr8k	True	-0.5	4	9487	1340	1368073	1.6656849458e-07	1.93846079412e-15	1.32905916973e-16	31.4187973192	20.2097755901	21.8053087445	971	0.7246268656716418	5	5	11.061	20	0	0.0	None	4265	1701	552	1000	1.0	670	169	249	26	971	4705	7029	12	77	83	1340	3705983	7.78281031239e-06	7.50559613076e-14	5.18906996738e-15	22.8284571621	14.4133483199	15.5735880968	227	0.16940298507462687	39	5	11.11	20	0	0.0	None	8929	7109	4752	815	0.815	155	19	47	1	227	577	1100	0.5572457245724071	0.38261485730054756	0.2521807555101943	0.16413275475734895	0.1907715988060392	0.436841048523	0.450912441233	0.13377638258	0.141125742684	189	397	532	9.0	0.189	0.397	0.532	0.009	11	175	572
flickr8k	True	0.0	4	30000	2532	2207241	3.25421197803e-07	7.31719312932e-15	4.53724709722e-16	31.3324551056	17.9898366644	19.6814355019	1100	0.4344391785150079	5	5	10.974	20	0	0.0	None	5608	2822	1223	1000	1.0	723	175	262	34	1100	4477	6784	12	267	276	2532	5057711	1.26616285918e-05	5.75511237618e-14	3.32862715915e-15	25.6448029655	15.0733687022	16.2008397039	279	0.11018957345971564	17	5	10.295	20	0	0.0	None	8226	6714	4909	787	0.787	180	30	63	2	279	678	1169	0.6033025740650215	0.4146521019457038	0.2756983514537183	0.18128683383426714	0.1952203223819187	0.448136794794	0.487840651221	0.1338705729	0.140620479906	178	411	544	8.0	0.178	0.411	0.544	0.008	12	244	755
flickr8k	True	-1.0	5	3000	633	870345	1.71028452633e-07	4.2201784729e-15	4.54877898805e-16	25.4905774878	18.223375068	19.5646180901	603	0.95260663507109	5	5	11.342	20	0	0.0	None	3414	1026	252	1000	1.0	430	121	167	21	603	4523	7296	23	53	58	633	2904245	7.12762428968e-06	3.79638862959e-13	3.78519908822e-14	17.2301190703	12.4110122463	13.1326273388	203	0.320695102685624	30	5	10.027	20	0	0.0	None	7956	6440	4695	737	0.737	146	13	37	2	203	462	850	0.6135434327315634	0.4218283418434473	0.2784575954012479	0.1817330441021657	0.19004534858629002	0.445723955759	0.471502831528	0.124976904904	0.138356482567	155	370	494	11.0	0.155	0.37	0.494	0.011	9	122	434
