dataset	run	sent_len	token_index	gradient_wrt_prefix_next	gradient_wrt_prefix_max	gradient_wrt_prevtoken_next	gradient_wrt_prevtoken_max	gradient_wrt_firsttoken_next	gradient_wrt_firsttoken_max	gradient_wrt_multimodalvec_next	gradient_wrt_multimodalvec_max	total_time
mscoco	1	13	2	4.982685e-05	0.019065963	7.3608266e-05	0.032607157	2.9662297e-05	0.0056916587	3.8223556e-05	0.012636196	12
mscoco	1	13	3	3.5953162e-05	0.019465487	4.7958474e-05	0.032708425	2.2998509e-05	0.004562706	2.4822564e-05	0.014461731	12
mscoco	1	13	4	3.9045823e-05	0.018815365	4.9601666e-05	0.0327503	2.6931355e-05	0.003959905	2.6272408e-05	0.014379996	14
mscoco	1	13	5	6.1477585e-05	0.017827958	7.7997895e-05	0.032308176	4.5510365e-05	0.0035202962	4.0744184e-05	0.014256026	16
mscoco	1	13	6	0.00024542963	0.01672707	0.00027130786	0.031932402	0.00021272452	0.0031993643	0.00014149453	0.014077803	17
mscoco	1	13	7	0.0019444352	0.016891362	0.0020587884	0.03272244	0.0016930503	0.0036642265	0.0009803346	0.014459293	20
mscoco	1	13	8	0.0061182487	0.017836265	0.007820838	0.03330254	0.0039561167	0.0054037683	0.0035505127	0.014766689	21
mscoco	1	13	9	0.006042645	0.01681562	0.010868019	0.03472205	0.0022322985	0.0039188145	0.0044743363	0.015043201	23
mscoco	1	13	10	0.0058007473	0.015297073	0.0118581485	0.033497218	0.0014103124	0.0029246416	0.004828948	0.014537	25
mscoco	1	13	11	0.0056500775	0.014099653	0.012794049	0.032923337	0.0010526746	0.002402806	0.004961617	0.014096045	26
mscoco	1	13	12	0.00453205	0.015351115	0.010968807	0.035868492	0.0007163662	0.0024998062	0.004065316	0.015631683	27
mscoco	1	13	13	0.0033123954	0.015601117	0.009137939	0.036105093	0.00047953558	0.0024000686	0.0031246357	0.016334845	29
mscoco	1	13	14	0.009110996	0.009328485	0.021530474	0.022237416	0.0015446583	0.0015628185	0.009003215	0.009303245	31
mscoco	1	14	0	0.0001740265	0.010317131	0.00026737613	0.018008037	8.067699e-05	0.0026262256	0.00012590854	0.005412303	5
mscoco	1	14	1	8.98014e-06	0.012978085	1.228449e-05	0.019862298	5.675789e-06	0.00609387	6.7964907e-06	0.009545341	5
mscoco	1	14	2	4.3921533e-05	0.018735686	6.428385e-05	0.031876497	2.634275e-05	0.0056563583	3.4076143e-05	0.012690949	6
mscoco	1	14	3	3.263637e-05	0.019135535	4.3598073e-05	0.03251646	2.1394317e-05	0.004443471	2.3034148e-05	0.014236417	7
mscoco	1	14	4	4.0460433e-05	0.018419383	5.217804e-05	0.032327626	2.7184535e-05	0.0038411855	2.718184e-05	0.014198629	8
mscoco	1	14	5	7.693601e-05	0.017927056	9.100233e-05	0.03294113	6.1901716e-05	0.0034718926	4.7068836e-05	0.0145200165	8
mscoco	1	14	6	0.00022153385	0.017184746	0.00025300658	0.03305433	0.00019545677	0.0031867104	0.00013533443	0.0143597415	10
mscoco	1	14	7	0.0020543134	0.017001554	0.0020415455	0.032449562	0.0018101755	0.0038433294	0.0010147232	0.01443989	10
mscoco	1	14	8	0.005847209	0.017545437	0.0076791677	0.032507475	0.0036948652	0.005189647	0.0034487802	0.01471927	12
mscoco	1	14	9	0.00646479	0.017257418	0.01113868	0.035859104	0.0026075384	0.0041837646	0.004716871	0.015571018	12
mscoco	1	14	10	0.004964414	0.015520631	0.010059694	0.033561304	0.0011661007	0.002878764	0.003990382	0.014793057	13
mscoco	1	14	11	0.006199446	0.014568427	0.013792169	0.033385895	0.0011553891	0.0024479302	0.0054535856	0.014593822	14
mscoco	1	14	12	0.0067960145	0.01471387	0.01569902	0.03506612	0.0011549342	0.00234341	0.006165296	0.015042359	15
mscoco	1	14	13	0.004513929	0.015103989	0.011198735	0.03527101	0.0007079011	0.0023583178	0.004063721	0.015565521	16
mscoco	1	14	14	0.0032435718	0.015420708	0.008924597	0.035744444	0.0005100084	0.0023194186	0.003194724	0.016545184	17
mscoco	1	14	15	0.009260545	0.009477528	0.021890666	0.022683648	0.0015939135	0.0015977015	0.0094872415	0.009818469	18
mscoco	1	15	0	0.00017402653	0.010317131	0.00026737605	0.018008037	8.0677e-05	0.0026262254	0.00012590853	0.005412304	3
mscoco	1	15	1	6.8806853e-06	0.012566982	9.74325e-06	0.019198608	4.018118e-06	0.0059353556	5.0149215e-06	0.009272139	3
mscoco	1	15	2	5.171769e-05	0.019107388	7.577297e-05	0.03244689	3.078922e-05	0.005822779	4.0219154e-05	0.012691106	4
mscoco	1	15	3	3.0376925e-05	0.019200712	4.1340587e-05	0.032934632	1.965823e-05	0.004499634	2.1153319e-05	0.014374361	4
mscoco	1	15	4	2.9484476e-05	0.018523125	3.7724116e-05	0.031853575	2.1081913e-05	0.0037583096	2.0396e-05	0.014240942	5
mscoco	1	15	5	6.375365e-05	0.017983291	8.204676e-05	0.03308345	4.7606485e-05	0.0034855185	4.2025902e-05	0.014444436	5
mscoco	1	15	6	0.0002065549	0.017646914	0.00023590587	0.033447906	0.00017800709	0.0034350674	0.0001223641	0.014875463	6
mscoco	1	15	7	0.0015722604	0.016484236	0.0015797525	0.032901544	0.0014098334	0.0033456867	0.0007787412	0.014200664	7
mscoco	1	15	8	0.005356945	0.017290136	0.0074894456	0.03337767	0.003302411	0.0047354274	0.0032273207	0.014574911	7
mscoco	1	15	9	0.0063612377	0.017280433	0.01068039	0.034338485	0.0023431962	0.0039399983	0.004571254	0.0154086035	7
mscoco	1	15	10	0.0061910804	0.016015869	0.012644374	0.03525897	0.0014933398	0.003059157	0.005055639	0.015277053	9
mscoco	1	15	11	0.0047482513	0.014195981	0.010948019	0.03318905	0.00086939934	0.0023471818	0.0042059836	0.01434581	9
mscoco	1	15	12	0.0043429434	0.013948662	0.010104251	0.03348965	0.0007567427	0.0022295674	0.003972386	0.014841493	9
mscoco	1	15	13	0.006178972	0.013163544	0.014547379	0.032503188	0.0009778661	0.00200612	0.0059943213	0.014100228	10
mscoco	1	15	14	0.003598897	0.01358156	0.009483412	0.03454649	0.0005137089	0.0020138766	0.0034169955	0.014946343	10
mscoco	1	15	15	0.0026457107	0.01463606	0.007160621	0.03521711	0.00040193854	0.0020975831	0.0026124727	0.016561087	11
mscoco	1	15	16	0.00857867	0.008726206	0.019691648	0.020125503	0.0014564487	0.0014669278	0.008984062	0.0091856355	11
mscoco	1	16	0	0.00017402651	0.010317131	0.0002673761	0.018008037	8.067699e-05	0.0026262256	0.00012590854	0.005412304	2
mscoco	1	16	1	7.5501243e-06	0.013391038	1.0806392e-05	0.02046921	4.293855e-06	0.0063128658	5.4109123e-06	0.009732438	2
mscoco	1	16	2	5.762558e-05	0.018624356	8.2292085e-05	0.032055315	3.4207787e-05	0.005630787	4.4727152e-05	0.012585059	2
mscoco	1	16	3	3.16935e-05	0.01940945	4.16253e-05	0.032276183	2.0361711e-05	0.00450767	2.2185286e-05	0.014465317	3
mscoco	1	16	4	3.953055e-05	0.018285297	5.1477724e-05	0.031921756	2.640715e-05	0.003725992	2.7518117e-05	0.014324373	3
mscoco	1	16	5	8.0356804e-05	0.018490806	9.8077406e-05	0.03409163	6.0424292e-05	0.0035369394	5.204498e-05	0.014817688	3
mscoco	1	16	6	0.00020090572	0.017756358	0.00023072331	0.034211393	0.00017758255	0.0032901121	0.00012138477	0.014965467	4
mscoco	1	16	7	0.0017992244	0.017437337	0.001726371	0.03466766	0.0016095544	0.0036832804	0.00085805287	0.014875525	4
mscoco	1	16	8	0.0054316535	0.017403727	0.007314965	0.033413425	0.0032637522	0.0049645156	0.0032526483	0.014908965	4
mscoco	1	16	9	0.006483133	0.016727202	0.011523737	0.03315026	0.0021852371	0.0038214186	0.0048522335	0.014755863	5
mscoco	1	16	10	0.004366529	0.015425324	0.008978023	0.03387143	0.0010611645	0.0028903272	0.0035207204	0.014647848	6
mscoco	1	16	11	0.005900779	0.014286178	0.012747438	0.032626186	0.001175514	0.0024183888	0.0052230605	0.014212226	6
mscoco	1	16	12	0.004510928	0.013694418	0.0102468	0.03288202	0.0008024523	0.0022083733	0.004133162	0.014133912	6
mscoco	1	16	13	0.006064403	0.013446885	0.013691676	0.032420583	0.0010500753	0.0021279599	0.0055108485	0.014299824	6
mscoco	1	16	14	0.0066470355	0.014571648	0.016254673	0.036989678	0.0010468301	0.0022272365	0.0063069705	0.01569754	6
mscoco	1	16	15	0.004173851	0.014518095	0.011169438	0.036430165	0.000639773	0.002166029	0.004064858	0.016137484	6
mscoco	1	16	16	0.0025289422	0.013310591	0.007988801	0.03343736	0.00036697005	0.0019328896	0.0028229167	0.015571022	9
mscoco	1	16	17	0.00836202	0.008827929	0.020689933	0.02234605	0.0013827715	0.0014405708	0.009031488	0.009702915	8
mscoco	1	17	0	0.00017402651	0.010317129	0.0002673761	0.018008037	8.067698e-05	0.002626226	0.00012590853	0.005412303	1
mscoco	1	17	1	4.561989e-06	0.012861997	6.537384e-06	0.019608654	2.5865943e-06	0.0061153383	3.02014e-06	0.009333984	1
mscoco	1	17	2	4.8567028e-05	0.019176718	7.114958e-05	0.032726046	2.9971534e-05	0.0058504315	3.8089784e-05	0.012865616	1
mscoco	1	17	3	4.0896644e-05	0.018979296	5.4721837e-05	0.033373762	2.6653164e-05	0.004394951	2.9101733e-05	0.0142427245	2
mscoco	1	17	4	2.638009e-05	0.01776124	3.3400163e-05	0.029879251	1.7219489e-05	0.0036665855	1.7664413e-05	0.013479822	2
mscoco	1	17	5	5.7928068e-05	0.020472689	7.249441e-05	0.037583493	4.293494e-05	0.0039261086	3.728819e-05	0.016247943	2
mscoco	1	17	6	0.00021207318	0.017649917	0.00025743622	0.0347765	0.00017094142	0.0032741702	0.00013258164	0.014705284	2
mscoco	1	17	7	0.0019679628	0.01726816	0.0019015549	0.03316167	0.0017340579	0.0037802388	0.0010309502	0.0146284625	3
mscoco	1	17	8	0.00370296	0.018122345	0.0045536947	0.034737658	0.0025531496	0.004287609	0.0021342277	0.0156928	3
mscoco	1	17	9	0.0059224856	0.016375072	0.010405421	0.032721993	0.0021177947	0.0037239701	0.004341792	0.014365328	3
mscoco	1	17	10	0.005524012	0.015305101	0.010617909	0.033053454	0.0012375053	0.0027930897	0.004510991	0.014738879	3
mscoco	1	17	11	0.005377566	0.0149210505	0.0127914	0.03496097	0.0009591344	0.0024552057	0.0048889527	0.014952686	3
mscoco	1	17	12	0.005939527	0.014512063	0.014374408	0.035628874	0.0010250063	0.0023313174	0.00528757	0.01520112	4
mscoco	1	17	13	0.0068678553	0.01457884	0.01666237	0.03581396	0.0011661338	0.002341832	0.006463437	0.015191804	4
mscoco	1	17	14	0.0057484987	0.014339915	0.014527094	0.035970274	0.0008547976	0.00210616	0.00575927	0.016007902	4
mscoco	1	17	15	0.0072911773	0.013234376	0.018269526	0.035508286	0.0011549797	0.0019655367	0.007311057	0.015163732	4
mscoco	1	17	16	0.0043370444	0.0139486035	0.011951944	0.035111066	0.00070071814	0.0021575715	0.0045467294	0.015904251	5
mscoco	1	17	17	0.0028805095	0.015241848	0.008977142	0.037555248	0.00042712028	0.002175335	0.0031924124	0.017909575	4
mscoco	1	17	18	0.009864632	0.009991344	0.024471154	0.024973352	0.0015437327	0.0015647091	0.010888725	0.011069807	5
mscoco	1	18	0	0.00017402653	0.010317131	0.00026737608	0.018008037	8.067699e-05	0.0026262256	0.00012590854	0.005412304	1
mscoco	1	18	1	5.88166e-06	0.0133143645	8.332139e-06	0.020384975	3.431179e-06	0.006243752	4.003486e-06	0.0097402185	1
mscoco	1	18	2	4.795267e-05	0.019482175	7.078623e-05	0.03307998	2.903078e-05	0.005845029	3.8040278e-05	0.013237923	1
mscoco	1	18	3	5.049177e-05	0.020677052	6.739656e-05	0.03549496	3.2702446e-05	0.0047267186	3.54272e-05	0.014933846	1
mscoco	1	18	4	4.5069646e-05	0.018751083	5.524402e-05	0.033025995	3.0184212e-05	0.0036819512	2.9964556e-05	0.014628394	1
mscoco	1	18	5	6.4330045e-05	0.019391716	7.926951e-05	0.03637932	4.7198493e-05	0.003657182	4.1497275e-05	0.015410033	1
mscoco	1	18	6	0.00028354712	0.01689822	0.00031539038	0.03126687	0.00024578118	0.0031958555	0.00017168859	0.013941398	1
mscoco	1	18	7	0.002241151	0.017930595	0.002688831	0.034143083	0.001823398	0.003770632	0.0011169502	0.015160571	1
mscoco	1	18	8	0.007983877	0.01860881	0.009448557	0.033219405	0.005036548	0.0061677983	0.004665496	0.0151609145	2
mscoco	1	18	9	0.005071808	0.017397331	0.008105703	0.035169084	0.001722473	0.0037110066	0.0035583072	0.015869204	2
mscoco	1	18	10	0.0050147804	0.015644673	0.0109820785	0.03632038	0.0014186305	0.0031003247	0.004109272	0.014813147	2
mscoco	1	18	11	0.0047323317	0.014277416	0.009625647	0.03204111	0.0008744442	0.0023978208	0.004135962	0.014234272	2
mscoco	1	18	12	0.004468956	0.013992407	0.010499659	0.032953054	0.00066292845	0.0022236821	0.0040974286	0.014736376	2
mscoco	1	18	13	0.006161358	0.014102229	0.0145157	0.034160163	0.0009806944	0.0022682527	0.005778279	0.014692811	2
mscoco	1	18	14	0.0034217034	0.013978898	0.00811902	0.03525638	0.0005424887	0.002005344	0.0034893965	0.015850049	3
mscoco	1	18	15	0.006694842	0.013449077	0.015253454	0.033486538	0.0010528112	0.0019835504	0.0064344965	0.015364383	2
mscoco	1	18	16	0.0070165102	0.013189058	0.016410762	0.03573876	0.0010352397	0.0018780505	0.007047257	0.01564734	3
mscoco	1	18	17	0.0037831387	0.013197826	0.010414977	0.035766233	0.0004700041	0.0018187206	0.00419124	0.015962776	3
mscoco	1	18	18	0.0028775553	0.0136056915	0.009604919	0.036546443	0.00035261342	0.0019350166	0.0033838134	0.01757105	3
mscoco	1	18	19	0.010393506	0.010407223	0.024553424	0.02476655	0.0017089843	0.0017015692	0.011328541	0.011422448	3
mscoco	1	19	0	0.00017402657	0.010317132	0.00026737608	0.018008038	8.0677004e-05	0.0026262256	0.00012590857	0.005412305	1
mscoco	1	19	1	7.823809e-06	0.013997528	1.0583061e-05	0.02129678	5.064558e-06	0.006698271	5.6545327e-06	0.010347647	1
mscoco	1	19	2	5.1469593e-05	0.016726589	7.39264e-05	0.028300319	3.1802676e-05	0.00532581	4.2188396e-05	0.011495428	1
mscoco	1	19	3	5.952374e-05	0.02037158	8.2862476e-05	0.03607003	3.2012238e-05	0.004558506	4.1293297e-05	0.015429594	1
mscoco	1	19	4	9.693729e-05	0.018233586	0.000107164444	0.031134598	6.5176326e-05	0.003750583	6.416246e-05	0.014089353	1
mscoco	1	19	5	7.704179e-05	0.018416211	9.9763536e-05	0.03361266	6.5984954e-05	0.0033813848	5.223223e-05	0.014893772	1
mscoco	1	19	6	0.00014576133	0.01802597	0.00016587738	0.034453586	0.00011723469	0.0031489558	9.001118e-05	0.015095337	1
mscoco	1	19	7	0.0010997051	0.017241048	0.0013987217	0.03563888	0.0008992615	0.0031257789	0.00060038565	0.014945571	1
mscoco	1	19	8	0.0066124536	0.018339409	0.009325819	0.036220405	0.0038578375	0.005266433	0.003939095	0.015407361	1
mscoco	1	19	9	0.0068502175	0.0168222	0.012603681	0.033896595	0.0024445811	0.004123096	0.005061483	0.014826906	1
mscoco	1	19	10	0.008170324	0.016912453	0.016457692	0.038883954	0.0017670793	0.002863079	0.0068862196	0.016430808	1
mscoco	1	19	11	0.0059122066	0.015877914	0.012294903	0.034947462	0.0012074747	0.0026494134	0.0049501113	0.015366019	2
mscoco	1	19	12	0.006164209	0.016833376	0.013766554	0.038419273	0.0010527831	0.002679654	0.0052975314	0.01662596	2
mscoco	1	19	13	0.0072531514	0.0143451635	0.015905323	0.03245006	0.0012767504	0.0023020366	0.006605536	0.014084978	2
mscoco	1	19	14	0.0051048514	0.014817567	0.012236626	0.03551996	0.00073274964	0.002154157	0.004874195	0.016414	2
mscoco	1	19	15	0.004688829	0.013369306	0.011040645	0.034522485	0.00068530126	0.0019000381	0.0044800723	0.015173778	2
mscoco	1	19	16	0.005080462	0.012920825	0.014706115	0.037428297	0.0007816327	0.0017903171	0.005948931	0.016025668	2
mscoco	1	19	17	0.0067853406	0.012142771	0.017632147	0.03307976	0.0009861476	0.0018462215	0.0074117216	0.014879548	2
mscoco	1	19	18	0.0041430444	0.013788542	0.011569105	0.0354943	0.00063074275	0.0020281044	0.004531777	0.016971786	3
mscoco	1	19	19	0.0030294561	0.012430244	0.010077277	0.035798397	0.00041239898	0.0016924975	0.0033764157	0.016211046	2
