#	init_method	max_init_weight	embed_size	rnn_size	post_image_size	pre_output_size	post_image_activation	rnn_type	optimizer	learning_rate	normalize_image	weights_reg_weight	image_dropout_prob	post_image_dropout_prob	embedding_dropout_prob	rnn_dropout_prob	max_gradient_norm	minibatch_size	beam_width	WMD	duration
10	xavier_normal	1.172899152200286e-05	132	330	273	None	relu	gru	adadelta	0.00045419714143003705	False	0.00038899679129927953	0.36029352667266	0.42025338991257294	0.03275399728855622	0.05828663191399798	329.8604367395668	18	5	0.0	931
11	normal	6.728334748429104e-05	132	330	319	None	relu	gru	rmsprop	0.00020271616107132888	False	1.0768487301002e-07	0.14803234742576607	0.13635284214030094	0.03275399728855622	0.1635931496194493	2.6910497540098715	138	3	0.0767462639752	510
12	xavier_normal	1.755479975375558e-05	132	330	488	None	relu	gru	rmsprop	0.00028480669587546025	False	8.4345136251e-10	0.23410979093318607	0.38964047376972843	0.03275399728855622	0.4557072706343376	40.39573324168635	128	4	0.0750726076883	567
13	xavier_normal	6.20253004938692e-05	132	330	286	None	none	gru	adam	5.513146714974721e-05	False	0.0006166619624645011	0.3591103392032757	0.4343697464127082	0.03275399728855622	0.48706811112051773	16.360800144594982	21	5	0.0705972239969	912
14	xavier_normal	0.027364629849683342	132	330	454	None	none	gru	adam	0.00029556254069011163	False	0.0005452939271607776	0.08056995287571968	0.029295192856826142	0.03275399728855622	0.3417382499599889	3.9937044742076733	151	4	0.073355036385	554
15	normal	4.465551057140081e-05	132	330	440	None	relu	gru	adadelta	0.005560346403876222	True	1.9390981528841e-07	0.07748069829817956	0.24895514090212306	0.03275399728855622	0.06652517515264418	108.99692736193713	41	1	0.0476216500563	579
16	normal	0.01066538226022144	132	330	322	None	none	gru	adadelta	0.00012235026571526294	True	0.0008997393371911977	0.10588947825019016	0.386009233068566	0.03275399728855622	0.06696231497627354	529.480727026442	30	4	0.0352300971653	1016
17	normal	0.0007727069091023796	132	330	487	None	relu	gru	adadelta	0.016696798108798986	False	0.0007294450574082191	0.10529486400493696	0.4613637002520692	0.03275399728855622	0.07215509513964609	1.5365556458474672	82	2	0.0463323438258	488
18	normal	0.005913964167031968	132	330	439	None	relu	gru	adadelta	0.002540494835680639	False	0.010439905550342504	0.06688605325815696	0.3536653935310624	0.03275399728855622	0.12327078060992905	23.366753467517167	202	4	0.0	475
19	normal	0.07407125069497673	132	330	368	None	relu	gru	adam	0.09604601107624333	False	1.166818889283728e-05	0.013685219805582075	0.03267164910926324	0.03275399728855622	0.4437923083455776	6.272572986924135	65	2	0.0515505717372	237
20	xavier_normal	0.0013476084429643904	132	330	131	None	relu	gru	rmsprop	0.00046960840661549474	False	0.008738746066079047	0.23705755725085875	0.22907758613252566	0.03275399728855622	0.1309801991393039	818.865232935657	238	5	0.0625642021325	400
21	xavier_normal	5.638643886179772e-05	132	330	371	None	none	gru	adam	1.661004994988065e-05	True	0.02154547234810387	0.3746482729479274	0.33094023161547026	0.03275399728855622	0.14844492058388062	1.7853338818911269	159	5	0.0435983431814	539
22	xavier_normal	0.9043169429961478	132	330	303	None	relu	gru	adam	0.4024411953040912	True	4.40372750414e-09	0.3622611582429964	0.2970688894334923	0.03275399728855622	0.23404354481233836	107.95746204393093	173	2	0.0326193226537	254
23	xavier_normal	0.012399561677239037	132	330	490	None	relu	gru	rmsprop	0.17551199280975627	False	2.58391260749759e-06	0.41627422520877283	0.4627471016696367	0.03275399728855622	0.015487760068158777	34.80658587416314	209	1	0.03576541398	192
24	xavier_normal	0.052120425293359564	132	330	421	None	relu	gru	rmsprop	0.0012319029517249861	False	2.7685592611e-10	0.33505108844673837	0.32972934610480964	0.03275399728855622	0.08221252070300274	488.38184614543064	57	3	0.0637120535243	568
25	xavier_normal	0.44634883039063444	132	330	159	None	relu	gru	rmsprop	0.006928928466340489	True	2.36274652275602e-06	0.37300203428062667	0.4820938707908395	0.03275399728855622	0.15924390777012673	1.987442874968731	92	4	0.0681789653255	407
26	xavier_normal	1.137953522198302e-05	132	330	270	None	relu	gru	rmsprop	0.042110131420267725	True	0.006844450364216685	0.43457080942863296	0.04531053747682557	0.03275399728855622	0.4526253219863554	12.618843235102492	220	3	0.0483086511804	243
27	normal	0.006083418309126852	132	330	383	None	relu	gru	rmsprop	0.006272652807403535	True	7.4387369232491e-07	0.4859694461179823	0.12182474360395854	0.03275399728855622	0.36341398811780773	10.54596511479023	203	1	0.0721328695851	314
28	normal	0.3966975398322288	132	330	158	None	none	gru	adam	0.11706492601017202	True	1.9724755223854e-07	0.11978557034977652	0.2958874013968743	0.03275399728855622	0.022624152739781193	9.847683481564477	257	2	0.0659501425488	251
29	normal	0.0030768755965102745	132	330	283	None	none	gru	adam	0.00017869600695595903	True	0.08369556869343979	0.3486434912701776	0.3156900929480463	0.03275399728855622	0.3675985776043391	575.3997978002999	97	5	0.0435983431814	543
30	normal	0.038267333184904516	132	330	141	None	none	gru	adam	0.0007555741750655499	True	1.17812147363e-09	0.3480897893874242	0.4223260975832559	0.03275399728855622	0.17103613723972325	178.51127212437302	216	5	0.0719922635575	591
31	normal	0.002771060471632787	132	330	129	None	relu	gru	adam	0.1263277763962858	True	0.00019846189069068932	0.23285217423642413	0.4013768704334189	0.03275399728855622	0.1370218025944447	14.621581635498503	44	5	0.0545025983162	482
32	xavier_normal	0.0012192988607150088	132	330	407	None	none	gru	adadelta	0.0003074541354105653	False	4.1048980238e-10	0.08158828311118478	0.2720193034630982	0.03275399728855622	0.28851311863555607	3.4054646266257693	206	5	0.000925949874863	502
33	normal	0.00010064058902629752	132	330	401	None	none	gru	rmsprop	1.141583201302719e-05	True	1.9750804478715e-07	0.022330580913324575	0.48535699897843587	0.03275399728855622	0.3689121366210531	3.524420006241837	211	4	0.0435983431814	515
34	normal	0.0001773863257316519	132	330	299	None	none	gru	rmsprop	0.00019486888784903385	False	5.6811255128e-10	0.06846052059932013	0.2114874349964317	0.03275399728855622	0.044989982266474556	9.222211749780255	189	1	0.0744324589586	394
35	normal	1.36519484981797e-05	132	330	172	None	none	gru	adam	0.0013544430997336722	False	7.90769842136e-09	0.10035960714404199	0.08402482694756026	0.03275399728855622	0.20920296137954442	401.2526520873023	198	2	0.0771566549919	260
