corpus	frozen_prefix	corpus_size_factor_exponent	run	corpus_size	langmod_vocab_size	langmod_num_params	langmod_mean_prob	langmod_median_prob	langmod_geomean_prob	langmod_mean_pplx	langmod_median_pplx	langmod_geomean_pplx	langmod_vocab_used	langmod_vocab_used_frac	langmod_min_freq_vocab_used	langmod_min_sent_len	langmod_mean_sent_len	langmod_max_sent_len	langmod_num_reused_sents	langmod_num_reused_sents_frac	langmod_reused_sents_WMD	langmod_num_reused_3grams	langmod_num_reused_4grams	langmod_num_reused_5grams	langmod_num_unique_sents	langmod_num_unique_sents_frac	langmod_num_types_nouns	langmod_num_types_adjectives	langmod_num_types_verbs	langmod_num_types_adverbs	langmod_num_types_unigrams	langmod_num_types_bigrams	langmod_num_types_trigrams	langmod_num_epochs	langmod_training_time	langmod_total_time	capgen_vocab_size	capgen_num_params	capgen_mean_prob	capgen_median_prob	capgen_geomean_prob	capgen_mean_pplx	capgen_median_pplx	capgen_geomean_pplx	capgen_vocab_used	capgen_vocab_used_frac	capgen_min_freq_vocab_used	capgen_min_sent_len	capgen_mean_sent_len	capgen_max_sent_len	capgen_num_reused_sents	capgen_num_reused_sents_frac	capgen_reused_sents_WMD	capgen_num_reused_3grams	capgen_num_reused_4grams	capgen_num_reused_5grams	capgen_num_unique_sents	capgen_num_unique_sents_frac	capgen_num_types_nouns	capgen_num_types_adjectives	capgen_num_types_verbs	capgen_num_types_adverbs	capgen_num_types_unigrams	capgen_num_types_bigrams	capgen_num_types_trigrams	capgen_BLEU_1	capgen_BLEU_2	capgen_BLEU_3	capgen_BLEU_4	capgen_METEOR	capgen_ROUGE_L	capgen_CIDEr	capgen_SPICE	capgen_WMD	capgen_R@1	capgen_R@5	capgen_R@10	capgen_median_rank	capgen_R@1_frac	capgen_R@5_frac	capgen_R@10_frac	capgen_median_rank_frac	capgen_num_epochs	capgen_training_time	capgen_total_time
mscoco	False	-1.0	2	3000	677	1337741	2.40818763756e-09	1.95506661346e-16	8.0257282817e-18	42.3489949456	26.1300259973	28.3237595558	649	0.9586410635155096	5	6	10.494	20	0	0.0	None	3482	1300	398	1000	1.0	468	130	156	19	649	4199	6545	14	126	131	586	3668601	1.63655357664e-05	7.86751472959e-12	8.3353412175e-13	13.5852618747	9.40352483092	10.1623621397	200	0.3412969283276451	46	5	9.911	20	0	0.0	None	7840	6375	4687	793	0.793	122	18	40	2	200	535	976	0.6078095045907973	0.4171341546225113	0.2763951704412494	0.18134827541945336	0.18837730773991504	0.438765839848	0.439770723015	0.12461418676	0.135379876228	115	311	429	15.0	0.115	0.311	0.429	0.015	12	1192	1528
mscoco	False	-0.5	2	9487	1358	1802864	1.6389556615e-09	3.80964052657e-17	1.36051257198e-18	54.0394136061	29.9722168571	33.1352537942	1023	0.7533136966126657	5	6	10.103	20	0	0.0	None	4221	1794	651	1000	1.0	705	173	223	30	1023	4265	6362	10	163	170	1050	4222617	1.32073400463e-05	9.04973057745e-13	6.86737831354e-14	18.6354246206	11.3987988683	12.4839657358	250	0.23809523809523808	14	5	9.997	20	0	0.0	None	7883	6291	4474	836	0.836	166	21	54	4	250	674	1256	0.6099829948984085	0.4184775908383089	0.2747403405284282	0.17830045458103136	0.19054891258056	0.44015815732	0.45481099565	0.128272733141	0.136947331085	135	357	471	12.0	0.135	0.357	0.471	0.012	11	1128	1520
mscoco	False	0.0	2	30000	2577	2635441	1.63285472613e-09	1.17064980706e-17	3.72646448182e-19	70.7067073963	33.9780279638	37.664832915	1249	0.4846720993403182	5	6	10.302	20	0	0.0	None	5283	2681	1180	1000	1.0	839	203	257	28	1249	4531	6521	8	371	382	1623	4906779	1.353829841e-05	2.31303425304e-13	1.37187691002e-14	23.5159373985	12.9217793444	14.2851830362	302	0.1860751694393099	12	5	9.92	20	0	0.0	None	7814	6237	4438	832	0.832	198	23	69	1	302	763	1364	0.6143145161289703	0.4280098659992539	0.2892264592870727	0.190540512788352	0.19633754131390127	0.45024373659	0.492878207352	0.134692125851	0.142784107765	161	371	501	10.0	0.161	0.371	0.501	0.01	11	1168	1624
mscoco	False	0.5	2	94868	4566	3993928	4.800964907e-09	1.87426400203e-17	5.99203227002e-19	75.6976297746	32.0272057365	36.3182627895	1456	0.31887866841874724	5	5	10.503	20	0	0.0	None	6066	3530	1807	1000	1.0	936	226	309	43	1456	4807	6770	7	1074	1092	2075	5446467	1.09042394147e-05	1.79406743742e-13	8.65414340748e-15	25.1379200994	13.4147333871	14.9349021759	313	0.1508433734939759	5	5	10.256	20	0	0.0	None	8134	6560	4704	826	0.826	216	22	68	1	313	776	1369	0.5994539781590679	0.4148222354599982	0.2778368939639532	0.18342892099939148	0.19688436635863096	0.449391889139	0.493688394071	0.134419698501	0.139787363231	148	386	526	9.0	0.148	0.386	0.526	0.009	10	1088	1604
mscoco	False	1.0	2	300000	7627	6084591	3.80305095482e-09	3.9811780604e-17	1.39339533055e-18	79.8683657991	29.9921108586	34.115713248	1451	0.19024518159171364	5	6	10.354	20	0	0.0	None	6616	4141	2219	998	0.998	957	229	293	39	1451	4738	6686	7	4242	4277	2338	5760489	9.9524260063e-06	1.58910039237e-13	8.65160378669e-15	24.3151751573	13.6384859845	14.9255570201	304	0.1300256629597947	5	5	9.998	20	0	0.0	None	7924	6471	4721	832	0.832	205	23	66	0	304	707	1224	0.6146229245848555	0.4238471402200635	0.28420344425121163	0.1882687380487191	0.19605555993931698	0.449108289434	0.487229091064	0.131328567246	0.141505643809	169	397	528	9.0	0.169	0.397	0.528	0.009	9	995	1531
mscoco	False	-1.0	3	3000	693	1348669	3.72325412299e-09	1.66496132257e-16	7.86102510522e-18	40.9615409038	26.1291119252	28.116152297	665	0.9595959595959596	5	5	10.451	20	0	0.0	None	3292	1135	322	1000	1.0	485	129	171	24	665	4339	6656	13	114	120	592	3675765	1.59362149832e-05	7.86813802248e-12	7.40080846146e-13	14.0987069198	9.34838842788	10.2498558406	219	0.36993243243243246	23	5	10.309	20	0	0.0	None	8213	6644	4801	858	0.858	142	22	43	2	219	596	1129	0.5985061596662529	0.40720065519741017	0.2682243596344871	0.17309275949464725	0.189701126732185	0.439315491075	0.436822197742	0.127648444176	0.136042655618	126	344	451	13.0	0.126	0.344	0.451	0.013	13	1290	1623
mscoco	False	-0.5	3	9487	1364	1806962	1.69146282656e-09	2.36225220322e-17	8.93075653508e-19	56.5139505401	31.6755592831	34.5610103927	1022	0.749266862170088	5	7	10.531	20	0	0.0	None	4479	1897	693	1000	1.0	715	185	227	26	1022	4399	6652	10	170	178	1057	4230975	1.24626270188e-05	9.56135239157e-13	6.57547633982e-14	18.9341196422	11.3554542203	12.5518923909	274	0.25922421948912017	21	5	10.227	20	0	0.0	None	8118	6529	4636	857	0.857	181	23	60	1	274	718	1349	0.6028160750952769	0.41648025329519006	0.2772678380067063	0.18175465364884014	0.1928511689802432	0.446623595397	0.466378749477	0.12947082398	0.138860918175	157	392	511	10.0	0.157	0.392	0.511	0.01	12	1229	1612
mscoco	False	0.0	3	30000	2573	2632709	1.29491792589e-09	1.14108707487e-17	3.67437293165e-19	73.0928609444	34.2749405397	37.8948286277	1324	0.5145744267392149	5	6	10.512	20	0	0.0	None	5140	2529	1116	1000	1.0	886	201	278	27	1324	4786	6825	8	348	360	1629	4913943	1.01368359503e-05	2.5603774006e-13	1.38887067984e-14	23.3019789292	12.9496309676	14.2958495806	285	0.17495395948434622	5	5	10.031	20	0	0.0	None	7913	6376	4624	835	0.835	187	21	63	1	285	727	1301	0.6148938291296366	0.42629126433608117	0.2844382934858761	0.18552990253986607	0.19687963597921412	0.448418292299	0.479357053829	0.133494645655	0.137495683566	174	411	532	8.0	0.174	0.411	0.532	0.008	10	1060	1504
mscoco	False	0.5	3	94868	4590	4010320	2.63212256954e-09	1.5720085972e-17	6.1744382019e-19	82.9459962969	32.6498464125	36.6952096235	1466	0.3193899782135076	5	6	10.667	20	0	0.0	None	5910	3262	1546	1000	1.0	963	241	296	40	1466	4947	7014	7	1069	1088	2081	5453631	1.34351360647e-05	1.99310545635e-13	8.64865327183e-15	27.1176291353	13.3501682707	14.9294628042	325	0.1561749159058145	9	5	9.832	20	0	0.0	None	7713	6132	4342	850	0.85	221	26	71	2	325	841	1470	0.6056753458095396	0.4157926812215869	0.27479128313140605	0.1768394752475384	0.19203512055400354	0.441602835455	0.461491681534	0.132928960739	0.135816754041	172	430	548	8.0	0.172	0.43	0.548	0.008	11	1195	1686
mscoco	False	1.0	3	300000	7633	6088689	2.84007769e-09	3.81451756953e-17	1.49638290518e-18	84.0381071112	29.989598025	34.0671134736	1509	0.19769422245512905	5	5	10.62	20	0	0.0	None	6680	4144	2229	998	0.998	975	228	316	43	1509	4886	6862	6	3646	3680	2343	5766459	1.12561718041e-05	1.85226532962e-13	8.73502076527e-15	24.5582262672	13.5216987353	14.95251	300	0.12804097311139565	5	5	10.202	20	0	0.0	None	8102	6548	4746	807	0.807	199	24	68	0	300	725	1234	0.6053714957850808	0.4170619745254203	0.2785384811087967	0.1832726182386012	0.19479653994411042	0.447705821794	0.479379689669	0.133042846921	0.138260786135	178	438	554	8.0	0.178	0.438	0.554	0.008	9	996	1523
mscoco	True	-1.0	4	3000	681	1340473	5.22155151482e-09	9.2877933529e-17	3.75504450324e-18	45.3635611605	28.0672003026	30.1609169126	661	0.9706314243759178	5	6	10.844	20	0	0.0	None	3421	1162	312	1000	1.0	478	152	164	16	661	4522	6958	14	128	134	583	3665019	8.87110917912e-06	9.71835871035e-13	9.57579835731e-14	16.4933261954	11.3375900058	12.0739604247	179	0.307032590051458	30	5	10.063	20	0	0.0	None	7974	6439	4559	814	0.814	118	17	26	2	179	476	947	0.6083672860975248	0.4168013071334863	0.27695728928739377	0.18063966279525367	0.18647318467775367	0.438973942385	0.422613850788	0.124909984448	0.131956939219	142	309	426	14.0	0.142	0.309	0.426	0.014	11	477	812
mscoco	True	-0.5	4	9487	1368	1809694	2.07728774904e-09	1.77586874922e-17	7.02231300537e-19	66.2979031632	31.5682360094	35.2526972381	1018	0.7441520467836257	5	6	10.435	20	0	0.0	None	4419	1928	719	1000	1.0	693	154	240	28	1018	4487	6641	11	189	197	1065	4240527	9.60654061103e-06	2.06870413164e-13	1.37415320364e-14	22.0149701641	13.0198981518	14.2594262826	238	0.22347417840375586	36	5	9.523	20	0	0.0	None	7461	6061	4337	794	0.794	152	20	50	1	238	579	1057	0.6097608730916724	0.4185417675187286	0.2781880959822727	0.18499954010257352	0.1868320683352911	0.439628752363	0.449600801813	0.125432657218	0.138662788192	153	356	489	11.0	0.153	0.356	0.489	0.011	11	511	886
mscoco	True	0.0	4	30000	2545	2613585	1.42069825262e-09	9.23594090195e-18	3.67997336997e-19	79.2424914581	33.7661900677	37.8572111854	1261	0.4954813359528487	5	5	10.587	20	0	0.0	None	5419	2739	1211	1000	1.0	824	216	277	30	1261	4588	6690	8	355	367	1615	4897227	8.90033036321e-06	8.04171524387e-14	4.19474640238e-15	26.1689293339	14.2940714655	15.7868359293	286	0.17708978328173375	13	5	9.33	20	0	0.0	None	7258	5806	4089	793	0.793	190	20	62	2	286	686	1198	0.6211629263610052	0.4306719981638874	0.286104390599328	0.18637535192075136	0.18876335983940615	0.448044614224	0.463751029466	0.127978212523	0.136781151644	164	382	527	9.0	0.164	0.382	0.527	0.009	12	593	1024
mscoco	True	0.5	4	94868	4561	3990513	3.03875803398e-09	1.83118695659e-17	6.42350395558e-19	80.8388758963	32.5311115378	36.3912755702	1435	0.31462398596798946	5	5	10.91	20	0	0.0	None	6353	3663	1824	1000	1.0	968	236	295	29	1435	4854	6920	7	1128	1147	2089	5463183	1.203894773e-05	7.28955016708e-14	3.29480919911e-15	26.2003497868	14.7278028887	16.1362173549	268	0.12829104834849211	12	5	9.264	20	0	0.0	None	7217	5861	4182	757	0.757	185	15	56	4	268	626	1079	0.6078746046884805	0.4229730564068487	0.2832884379847663	0.18714910390083928	0.18921759909544605	0.441117699809	0.469600958568	0.128961301162	0.138236839602	173	394	524	9.0	0.173	0.394	0.524	0.009	10	525	1007
mscoco	True	1.0	4	300000	7588	6057954	4.51197525506e-09	3.76651149153e-17	1.47817526857e-18	75.8734849056	30.1942732069	33.9065794906	1524	0.20084343700579863	5	6	10.543	20	0	0.0	None	6569	3932	2102	1000	1.0	1013	237	310	39	1524	4977	6904	6	3621	3656	2341	5764071	1.16305929087e-05	8.06073809923e-14	3.37662945266e-15	28.8338035571	14.5559689633	16.1740085167	304	0.12985903460059803	6	5	9.496	20	0	0.0	None	7428	6010	4175	813	0.813	203	23	67	1	304	737	1268	0.599620893007519	0.4121631606326423	0.2740300592947906	0.18008256602961353	0.18998320531066673	0.438708723289	0.473547781284	0.129827140887	0.140817548694	169	390	520	9.0	0.169	0.39	0.52	0.009	12	645	1161
mscoco	True	-1.0	5	3000	675	1336375	5.35026754235e-09	1.79140262445e-16	6.31345384216e-18	45.6768153053	26.4409157798	28.5667469996	633	0.9377777777777778	5	5	10.026	20	0	0.0	None	3543	1364	459	1000	1.0	449	129	144	14	633	3766	5982	13	120	125	578	3659049	7.68726871815e-06	1.262150442e-12	1.01258733379e-13	16.2372476113	11.153351632	12.0088228564	187	0.3235294117647059	18	5	9.478	20	0	0.0	None	7359	5886	4252	788	0.788	123	17	34	2	187	496	949	0.6239181510795959	0.43008168201783614	0.28230108462145886	0.18023400863834135	0.1872878883097804	0.44483810765	0.438152476308	0.123286553376	0.137284789804	124	316	425	15.0	0.124	0.316	0.425	0.015	12	523	845
mscoco	True	-0.5	5	9487	1366	1808328	1.11124595428e-09	1.50329622305e-17	4.72240069943e-19	73.9989255808	32.9618975414	36.3616343021	1035	0.7576866764275256	5	6	10.199	20	0	0.0	None	4370	1937	712	1000	1.0	712	190	213	25	1035	4367	6424	11	195	203	1066	4241721	8.76282256797e-06	2.31585181213e-13	1.2669395841e-14	23.0329962259	13.2005766365	14.3074974302	248	0.2326454033771107	25	5	9.883	20	0	0.0	None	7786	6293	4388	836	0.836	162	24	54	2	248	634	1164	0.6046746939187894	0.4148294688922878	0.2758931485514533	0.1810284821655644	0.18949746209903864	0.442403397682	0.451565950472	0.129355541454	0.139440271177	134	359	483	11.0	0.134	0.359	0.483	0.011	13	602	981
mscoco	True	0.0	5	30000	2601	2651833	2.56969059976e-09	1.13238646183e-17	3.57668355119e-19	74.8158029728	34.3538039556	37.6233849174	1308	0.5028835063437139	5	6	10.021	20	0	0.0	None	4971	2519	1112	999	0.999	857	234	268	36	1308	4527	6398	9	418	430	1626	4910361	8.01530284407e-06	7.96623363703e-14	4.31360328326e-15	25.5943614841	14.4355722701	15.727137943	264	0.16236162361623616	19	5	9.493	20	0	0.0	None	7425	5986	4276	813	0.813	176	20	56	1	264	663	1155	0.6228704454252513	0.43390390393299777	0.29259588992008373	0.1957825480152142	0.19194118841368754	0.450249991087	0.483237574864	0.131431541806	0.143621131382	168	409	522	9.0	0.168	0.409	0.522	0.009	11	545	980
mscoco	True	0.5	5	94868	4544	3978902	1.53791310629e-09	1.61729402015e-17	5.83153660282e-19	83.4902574158	32.5219656619	36.8566199451	1420	0.3125	5	6	10.531	20	0	0.0	None	6065	3407	1650	1000	1.0	949	232	284	31	1420	4801	6797	7	1078	1096	2076	5447661	1.10655169411e-05	6.46093694264e-14	3.33421191284e-15	26.8886969333	14.7701659221	16.1787171303	267	0.12861271676300579	19	5	9.715	20	0	0.0	None	7660	6264	4520	796	0.796	178	22	55	0	267	647	1102	0.6104992279978785	0.4217355529670507	0.2821203961483998	0.18561858077347507	0.19224923802484978	0.444960888455	0.478095847978	0.132582448761	0.141575674735	174	408	535	9.0	0.174	0.408	0.535	0.009	10	527	1014
mscoco	True	1.0	5	300000	7658	6105764	2.75489043359e-09	4.09319399753e-17	1.38306606904e-18	76.3840298465	29.9376612975	34.2203268837	1428	0.18647166361974407	5	6	10.438	20	0	0.0	None	6686	4171	2335	1000	1.0	942	218	309	26	1428	4675	6615	6	3632	3666	2341	5764071	1.1044833068e-05	7.93868970895e-14	3.25750825641e-15	28.4712495055	14.6012542651	16.2251806269	303	0.1294318667236224	11	5	9.757	20	0	0.0	None	7678	6204	4235	814	0.814	212	21	60	1	303	758	1304	0.5944450138361592	0.4069800142002558	0.26565355367615545	0.1699964556329795	0.18919230061377962	0.437036210368	0.451351254772	0.128829876928	0.135487169631	162	433	535	8.0	0.162	0.433	0.535	0.008	11	593	1111
