architecture	dataset	run	use_generated_sents	sent_len	token_index	num_caps	gradient_wrt_image_next	gradient_wrt_image_max	gradient_wrt_prefix_next	gradient_wrt_prefix_max	gradient_wrt_prevtoken_next	gradient_wrt_prevtoken_max	gradient_wrt_firsttoken_next	gradient_wrt_firsttoken_max	gradient_wrt_postimage_next	gradient_wrt_postimage_max	gradient_wrt_multimodalvec_next	gradient_wrt_multimodalvec_max	omission_image_cos	omission_postimage_cos	omission_multimodalvec_cos	omission_logits_cos	omission_output_cos	omission_output_jsd	num_negatives_logit	frac_negatives_logit	total_time
par	flickr8k	1	True	7	3	117	6.228039e-06	0.0014185437	3.4042594e-05	0.0062568597	7.332024e-05	0.013158269	1.7976736e-05	0.0019348538	9.742354e-06	0.002099992	3.8541086e-05	0.0071953326	0.8989550005166959	1.0492656456289662	0.45340076063433266	0.22385205061007768	0.3443196937163225	0.24086687255364198	1840.1025641025642	0.7267387693927979	3
par	flickr8k	1	True	7	4	117	4.5859073e-05	0.0017117617	0.00027912328	0.0044223326	0.00068329193	0.011151643	6.7080815e-05	0.0012029257	7.419737e-05	0.0024167509	0.0001964414	0.0068223197	0.8989550005166959	1.0492656456289662	0.47503232726683986	0.24848706574521512	0.6631487255247358	0.35249881027664387	1803.5811965811965	0.7123148485707728	3
par	flickr8k	1	True	7	5	117	0.000115721596	0.0017056974	0.0006165487	0.0054750103	0.0018157155	0.018776108	0.0001359128	0.00084270735	0.00018553388	0.0024812901	0.000583767	0.0074351616	0.8989550005166959	1.0492656456289662	0.4604153342736073	0.19424151559161323	0.32067566277443343	0.18538533629547072	1985.5811965811965	0.7841947853796195	3
par	flickr8k	1	True	7	6	117	1.2440467e-05	0.0015805765	5.8231846e-05	0.0048525212	0.00016586024	0.014503451	1.3904876e-05	0.00074139703	1.9626526e-05	0.0023885295	6.451493e-05	0.007225333	0.8989550005166959	1.0492656456289662	0.4566356040473677	0.2158366833996569	0.30193461775909075	0.1924714053957126	1930.7863247863247	0.7625538407528929	4
par	flickr8k	1	True	7	7	117	4.5192737e-06	0.0021173384	2.0734118e-05	0.004329468	0.00010144093	0.0129028885	3.1366362e-06	0.000665778	7.0430174e-06	0.0030403878	2.0360943e-05	0.0077125	0.8989550005166959	1.0492656456289662	0.5509466709744217	0.3269648727698204	0.849272624259162	0.4920577244498791	1803.5726495726497	0.7123114729749801	4
par	flickr8k	1	True	7	8	117	0.0014652394	0.0016227338	0.005062498	0.005270196	0.014109753	0.015389732	0.0012883471	0.0012388661	0.00228746	0.0025105688	0.0064896657	0.007235975	0.8989550005166959	1.0492656456289662	0.4760898667522985	0.19386922956531882	0.16116619358460108	0.12487334121241529	2003.8034188034187	0.7913915556095651	5
par	flickr8k	1	True	8	0	87	5.960544e-06	0.0013447341	9.595691e-05	0.012753203	0.00016409467	0.02144966	2.7819138e-05	0.0040567466	9.414901e-06	0.0019409573	3.37652e-05	0.0063336254	0.9004053203710194	1.0554742782574746	0.6185906180020037	0.35878721461898977	0.809651677705476	0.4505340023629967	1915.0459770114942	0.7563372737012221	1
par	flickr8k	1	True	8	1	87	9.133331e-10	0.0024022271	8.462333e-09	0.009792866	1.2287002e-08	0.014423681	4.6376663e-09	0.005162052	1.3604942e-09	0.0030878054	6.8926997e-09	0.008493199	0.9004053203710194	1.0554742782574746	0.54448310260115	0.3721239929911734	0.9153316208929487	0.5835519275446047	1686.7241379310344	0.6661627716947214	1
par	flickr8k	1	True	8	2	87	2.4290434e-06	0.0013427916	1.6105681e-05	0.006499388	2.74152e-05	0.012093579	8.149133e-06	0.002140782	3.8545454e-06	0.0018855832	1.6123395e-05	0.006152124	0.9004053203710194	1.0554742782574746	0.4393767169837294	0.251607004595899	0.45338331769359697	0.26891920094153493	1778.16091954023	0.702275244684135	2
par	flickr8k	1	True	8	3	87	3.238716e-06	0.0017105865	1.924997e-05	0.0067349905	4.5079407e-05	0.0147519205	6.2466606e-06	0.001924389	4.9876544e-06	0.0024470736	1.8554516e-05	0.008105311	0.9004053203710194	1.0554742782574746	0.4630264427470065	0.2609033365359252	0.5053883686115772	0.32360400918913984	1831.0114942528735	0.7231482994679596	2
par	flickr8k	1	True	8	4	87	6.0048046e-06	0.0016810413	3.397077e-05	0.0056308317	8.247535e-05	0.014786072	1.13651995e-05	0.0013585754	9.623478e-06	0.002416209	3.194177e-05	0.007209984	0.9004053203710194	1.0554742782574746	0.48895194612700366	0.2779125855571922	0.43838539077290173	0.2912685018589442	1841.3103448275863	0.7272157759982568	2
par	flickr8k	1	True	8	5	87	3.14065e-05	0.001869899	0.00015635486	0.0049855066	0.00045762313	0.012653199	4.4027074e-05	0.0010911637	4.9573224e-05	0.0026691442	0.00015356125	0.00727584	0.9004053203710194	1.0554742782574746	0.5002128690823742	0.2833801919016345	0.6091130570924691	0.35257190836315183	1826.7241379310344	0.7214550307784496	2
par	flickr8k	1	True	8	6	87	0.0001971256	0.0016706665	0.0008116344	0.0045146756	0.0023495285	0.016156932	0.00019256203	0.00069453823	0.00030518876	0.0024403678	0.0008858503	0.007428326	0.9004053203710194	1.0554742782574746	0.4674122391761034	0.20314606921426182	0.30390746391581736	0.17968595006513868	1975.4942528735633	0.7802110003450092	3
par	flickr8k	1	True	8	7	87	3.0289495e-05	0.0016216548	0.00014054506	0.0047521587	0.0005762769	0.01778234	2.4409568e-05	0.0006053363	4.7833502e-05	0.0024637494	0.00013705369	0.0072769905	0.9004053203710194	1.0554742782574746	0.4679446806167734	0.21789599184332223	0.2893046783604499	0.1832706220421255	1971.0344827586207	0.7784496377403716	3
par	flickr8k	1	True	8	8	87	1.4505976e-05	0.0019096982	6.9318114e-05	0.0034903637	0.00038689785	0.010993526	7.78938e-06	0.00049587653	2.2808908e-05	0.0027612036	7.337935e-05	0.007035196	0.9004053203710194	1.0554742782574746	0.5706340814458912	0.3657704910327648	0.854135748475319	0.4892379269003868	1791.9195402298851	0.707709139111329	4
par	flickr8k	1	True	8	9	87	0.0014556265	0.001558016	0.0047823912	0.0048929253	0.015713438	0.016583014	0.0011419413	0.0010775755	0.0022735486	0.0024185919	0.0063436204	0.006919127	0.9004053203710194	1.0554742782574746	0.48893812367285805	0.21153793595303064	0.13931417396698875	0.12078054173282166	1985.0459770114942	0.7839834032430861	4
par	flickr8k	1	True	9	0	113	6.0295606e-06	0.0013041893	9.637618e-05	0.01298133	0.00016194659	0.021886175	3.080576e-05	0.004076484	9.668595e-06	0.0019004036	3.643147e-05	0.0063621816	0.9026054070718521	1.043584115858874	0.6086596279545168	0.3526106933049396	0.7833156989005485	0.4348985409050916	1899.867256637168	0.7503425184191027	2
par	flickr8k	1	True	9	1	113	1.620183e-09	0.002278553	1.4691169e-08	0.009441651	2.1092292e-08	0.013714264	8.290046e-09	0.0051690377	2.4005282e-09	0.0029510395	1.2079461e-08	0.008287945	0.9026054070718521	1.043584115858874	0.5321580852027488	0.3556450064730855	0.8944434034112693	0.5571540890805489	1676.6106194690265	0.6621684911015112	1
par	flickr8k	1	True	9	2	113	2.7024792e-06	0.0014291555	1.7658022e-05	0.007541298	2.875485e-05	0.013925689	1.1274281e-05	0.0026881935	4.2119077e-06	0.0020712346	1.8446743e-05	0.006976738	0.9026054070718521	1.043584115858874	0.4449421533968596	0.2504675810315968	0.4634470668233997	0.2824991570406519	1756.725663716814	0.6938095038376043	2
par	flickr8k	1	True	9	3	113	6.2825586e-07	0.0017287643	3.1005054e-06	0.0064245015	6.8860827e-06	0.013727374	1.4272945e-06	0.0023504738	9.841298e-07	0.0024756256	3.4493164e-06	0.008152395	0.9026054070718521	1.043584115858874	0.4420758675684971	0.2526981601145415	0.44223246305554575	0.285418072303312	1831.7787610619469	0.7234513274336283	2
par	flickr8k	1	True	9	4	113	4.6332707e-06	0.0018164536	2.406542e-05	0.005326224	6.008928e-05	0.013611467	8.414126e-06	0.0014987914	7.269546e-06	0.0025953306	2.6503334e-05	0.0076077646	0.9026054070718521	1.043584115858874	0.49277548637010354	0.2996364077635571	0.49320433457563345	0.31945799693333365	1789.504424778761	0.7067553020453242	3
par	flickr8k	1	True	9	5	113	2.7144117e-05	0.0016220547	0.00011606711	0.005016323	0.0003000051	0.013167105	4.6376917e-05	0.0013489496	4.333254e-05	0.0023835963	0.00013546618	0.0071210493	0.9026054070718521	1.043584115858874	0.4802967592150764	0.25036527466984976	0.36236070549791366	0.25636932487904496	1825.6106194690265	0.7210152525549077	3
par	flickr8k	1	True	9	6	113	2.4842839e-05	0.0016823915	0.00011674128	0.003725948	0.00036550136	0.011900778	2.8509123e-05	0.0008579883	3.9044167e-05	0.0024059447	0.00011470787	0.0069132405	0.9026054070718521	1.043584115858874	0.4711723667857921	0.24005729566633174	0.5610356233288757	0.3179954730393571	1832.2566371681417	0.7236400620727258	4
par	flickr8k	1	True	9	7	113	0.00020226148	0.0015776764	0.00079453737	0.0039361105	0.0027170365	0.016445432	0.00021072426	0.00062196667	0.00031498412	0.0022873	0.0009522445	0.006827939	0.9026054070718521	1.043584115858874	0.45751731875723445	0.19483073939264348	0.4038673855232454	0.2120610764961014	1967.9646017699115	0.7772372044904864	5
par	flickr8k	1	True	9	8	113	2.2651462e-05	0.0016322276	9.861721e-05	0.004121971	0.00046935774	0.016983535	1.6710235e-05	0.00063354534	3.59101e-05	0.002473293	9.807055e-05	0.0072646504	0.9026054070718521	1.043584115858874	0.47582999663015385	0.22993240393368544	0.28116380495191307	0.1887087603223271	1953.3716814159293	0.7714738078261965	5
par	flickr8k	1	True	9	9	113	5.1980795e-05	0.0019475691	0.00023277006	0.0035204291	0.0013191955	0.012579981	2.9043204e-05	0.00056496006	8.5875035e-05	0.0028558995	0.0002713108	0.007348594	0.9026054070718521	1.043584115858874	0.5568560389554607	0.33777707604180396	0.8639169171776012	0.4956655868914275	1811.0265486725664	0.715255350976527	5
par	flickr8k	1	True	9	10	113	0.0014824626	0.0015744879	0.004394403	0.004476851	0.015258589	0.01617015	0.0011221068	0.001076581	0.0023197471	0.0024461204	0.006485466	0.006973189	0.9026054070718521	1.043584115858874	0.48463372846620273	0.20526788245260189	0.12798112789086535	0.11803264853305521	1982.0088495575221	0.7827839058284053	6
par	flickr8k	1	True	10	0	122	7.0293568e-06	0.0012867312	0.00011348188	0.012563062	0.00019141322	0.021189878	3.5550565e-05	0.003936249	1.1310209e-05	0.0018882051	4.1318126e-05	0.0063659973	0.9033246896550303	1.0519455146210528	0.6086383447295329	0.3514848549346455	0.7636015475689448	0.4265558956587901	1911.795081967213	0.755053349908062	2
par	flickr8k	1	True	10	1	122	1.0021979e-09	0.002397393	1.0361007e-08	0.00950811	1.5200596e-08	0.013844733	5.5214184e-09	0.0051714885	1.5251302e-09	0.0030548421	7.564056e-09	0.008478956	0.9033246896550303	1.0519455146210528	0.5317512369546734	0.3564171065561107	0.8525932717297349	0.5443954738925715	1672.844262295082	0.6606809882681999	2
par	flickr8k	1	True	10	2	122	4.5447277e-06	0.0014082004	3.838465e-05	0.0064426768	7.9220226e-05	0.011496741	1.4377958e-05	0.002431526	7.235662e-06	0.0019927837	2.8309343e-05	0.006511576	0.9033246896550303	1.0519455146210528	0.45336649114968347	0.2453319303324965	0.4899455354430667	0.28036072222920533	1786.6639344262296	0.7056334654132028	2
par	flickr8k	1	True	10	3	122	4.8681964e-06	0.0014980215	2.8021836e-05	0.006927452	4.8661695e-05	0.014604149	1.34992315e-05	0.0021710494	7.7158575e-06	0.0022651656	2.8566574e-05	0.007960613	0.9033246896550303	1.0519455146210528	0.40633407992417697	0.20992175526306278	0.19187862866703176	0.16655175531374627	1886.3852459016393	0.7450178696293994	2
par	flickr8k	1	True	10	4	122	1.957573e-06	0.0017334978	1.02233025e-05	0.0047597326	2.4068435e-05	0.0114493165	4.469453e-06	0.001309023	3.119396e-06	0.0025747998	1.1560921e-05	0.0074242353	0.9033246896550303	1.0519455146210528	0.4759409220003691	0.2838974546213619	0.5035313452368786	0.29032545610040916	1768.6065573770493	0.6985017999119468	3
par	flickr8k	1	True	10	5	122	5.9963654e-06	0.0020600879	2.9623108e-05	0.00532351	8.631147e-05	0.015211082	9.011345e-06	0.000982029	9.419373e-06	0.0029945748	3.0489951e-05	0.008338712	0.9033246896550303	1.0519455146210528	0.47899515169565793	0.2864230008887463	0.5436962041669892	0.32502005869125733	1764.3032786885246	0.6968022427679798	4
par	flickr8k	1	True	10	6	122	9.436479e-05	0.0016311768	0.00045971054	0.004361774	0.0015431235	0.012804074	0.000103274375	0.00089499034	0.00014797464	0.002413969	0.00042092308	0.008014583	0.9033246896550303	1.0519455146210528	0.44670221233954194	0.22305444371504862	0.3372762875810846	0.24187090107407727	1835.9098360655737	0.7250828736435915	4
par	flickr8k	1	True	10	7	122	9.302083e-05	0.0018808796	0.00040096857	0.0033178187	0.001036635	0.0109930225	0.00011338588	0.0007749411	0.00014635769	0.0026348184	0.00041358592	0.007103137	0.9033246896550303	1.0519455146210528	0.46373560413962506	0.23936439806320628	0.6704882016428365	0.36078624089427874	1816.2868852459017	0.7173328930671018	4
par	flickr8k	1	True	10	8	122	0.00018278172	0.0015939497	0.0006397143	0.004091441	0.0024357708	0.019543804	0.00017434245	0.0006115696	0.0002846288	0.0023439364	0.0007604872	0.006720039	0.9033246896550303	1.0519455146210528	0.458312809711597	0.19968042657023571	0.3249697184464971	0.18497201211017664	1991.4344262295083	0.7865064874524125	5
par	flickr8k	1	True	10	9	122	1.7564731e-05	0.0016943073	5.729965e-05	0.0038353277	0.00023109367	0.017012717	1.0875014e-05	0.0006007924	2.7310834e-05	0.002561921	8.718882e-05	0.007327288	0.9033246896550303	1.0519455146210528	0.488472437028025	0.2435722170306034	0.3188850491662647	0.20105259029622205	1965.5	0.7762638230647709	5
par	flickr8k	1	True	10	10	122	3.8479706e-05	0.0019166048	0.0001325121	0.0030003076	0.0007369521	0.011960499	3.057747e-05	0.00046677497	6.054529e-05	0.0027929014	0.00017341063	0.006977912	0.9033246896550303	1.0519455146210528	0.5691141442197268	0.36282876695765826	0.8011928223401259	0.46982107458055994	1797.0573770491803	0.7097383005723461	7
par	flickr8k	1	True	10	11	122	0.0013993228	0.0015816881	0.0037523478	0.003951097	0.0144658685	0.015818654	0.0010678144	0.0009704201	0.002172241	0.0024431364	0.005994592	0.00699114	0.9033246896550303	1.0519455146210528	0.48725578909526107	0.20857054043988713	0.15457919389620178	0.12753469845829685	1975.1065573770493	0.780057882060446	6
par	flickr8k	1	True	11	0	104	6.9611633e-06	0.0012820365	0.00011157024	0.012042777	0.00018777262	0.020315316	3.536788e-05	0.0037702373	1.1098586e-05	0.0018849747	4.0600935e-05	0.006424757	0.9006206533656671	1.049039444934841	0.6105703141253728	0.34834696237857526	0.7751589757479871	0.43902563862502575	1907.0096153846155	0.7531633552071941	1
par	flickr8k	1	True	11	1	104	7.681624e-10	0.0025670705	7.473206e-09	0.009166525	1.0687164e-08	0.012983423	4.259247e-09	0.0053496268	1.14298e-09	0.0032085264	5.7639804e-09	0.008486193	0.9006206533656671	1.049039444934841	0.538042835604686	0.35761964836945903	0.8762256132199232	0.5597346678662759	1668.6923076923076	0.6590411957710536	1
par	flickr8k	1	True	11	2	104	2.4959904e-06	0.0017665084	1.8010041e-05	0.006703944	3.627692e-05	0.012464152	7.596714e-06	0.0025223887	3.9002994e-06	0.0023593123	1.5763168e-05	0.0073947203	0.9006206533656671	1.049039444934841	0.4592437632381916	0.2643728465414964	0.5726823781137332	0.3344719922170043	1759.5865384615386	0.6949393911775429	2
par	flickr8k	1	True	11	3	104	5.2438095e-06	0.0014588397	2.9367291e-05	0.006336363	5.2336098e-05	0.013505884	1.5683316e-05	0.0019173782	8.239012e-06	0.0021528043	3.154659e-05	0.0074995975	0.9006206533656671	1.049039444934841	0.43576058802696377	0.2238753761809606	0.32386822839124274	0.2278836423602815	1842.0576923076924	0.7275109369303683	2
par	flickr8k	1	True	11	4	104	1.969843e-06	0.0016542611	9.4298075e-06	0.0058900258	2.0240333e-05	0.013348936	4.4099656e-06	0.0015610184	3.1104844e-06	0.0024599289	1.1560486e-05	0.0077408976	0.9006206533656671	1.049039444934841	0.4469960919366433	0.2532128347800328	0.363604920551342	0.23754723842900533	1837.5673076923076	0.7257374832908008	3
par	flickr8k	1	True	11	5	104	1.9264822e-05	0.0018125835	9.514914e-05	0.0044247466	0.0002872504	0.012304267	2.5146475e-05	0.00088810234	3.0368119e-05	0.0026479452	9.546511e-05	0.007483088	0.9006206533656671	1.049039444934841	0.49234772473573685	0.2941953173050514	0.5902303674329932	0.33468382762601745	1752.7403846153845	0.6922355389476242	3
par	flickr8k	1	True	11	6	104	3.0507996e-05	0.0017680603	0.00013655375	0.004475978	0.00038645574	0.013830668	3.7259386e-05	0.0008208133	4.8079844e-05	0.0026000913	0.00015222485	0.0078327535	0.9006206533656671	1.049039444934841	0.457531763957097	0.24552030976002032	0.434512734413147	0.28045580863881	1813.6442307692307	0.7162891906671527	3
par	flickr8k	1	True	11	7	104	8.318412e-05	0.0016410734	0.00031870982	0.0041822973	0.0008265746	0.014210703	9.715253e-05	0.0008249814	0.00012848979	0.0024223388	0.00036972912	0.0074160523	0.9006206533656671	1.049039444934841	0.4520242234262136	0.21756670910578507	0.3671646111358244	0.24863790978605932	1855.6538461538462	0.732880665937538	4
par	flickr8k	1	True	11	8	104	5.64323e-05	0.001779208	0.00020522746	0.0029508467	0.00084061257	0.011821502	5.6100343e-05	0.0006319743	9.0213674e-05	0.002498591	0.00025738656	0.0068259444	0.9006206533656671	1.049039444934841	0.4769254859823447	0.24776099507625288	0.6552029429451347	0.3548450966325338	1847.7403846153845	0.7297552861830112	4
par	flickr8k	1	True	11	9	104	0.00028047402	0.0016209532	0.00089476357	0.0034412758	0.003406578	0.017126428	0.0002292486	0.0005730394	0.00043370787	0.0023732258	0.0012112807	0.006969531	0.9006206533656671	1.049039444934841	0.4600832854899076	0.19020884283460104	0.271112863959458	0.15948049633264488	2010.0865384615386	0.7938730404666424	4
