corpus	frozen_prefix	corpus_size_factor_exponent	run	corpus_size	langmod_vocab_size	langmod_num_params	langmod_mean_prob	langmod_median_prob	langmod_geomean_prob	langmod_mean_pplx	langmod_median_pplx	langmod_geomean_pplx	langmod_vocab_used	langmod_vocab_used_frac	langmod_min_freq_vocab_used	langmod_min_sent_len	langmod_mean_sent_len	langmod_max_sent_len	langmod_num_reused_sents	langmod_num_reused_sents_frac	langmod_reused_sents_WMD	langmod_num_reused_3grams	langmod_num_reused_4grams	langmod_num_reused_5grams	langmod_num_unique_sents	langmod_num_unique_sents_frac	langmod_num_types_nouns	langmod_num_types_adjectives	langmod_num_types_verbs	langmod_num_types_adverbs	langmod_num_types_unigrams	langmod_num_types_bigrams	langmod_num_types_trigrams	langmod_num_epochs	langmod_training_time	langmod_total_time	capgen_vocab_size	capgen_num_params	capgen_mean_prob	capgen_median_prob	capgen_geomean_prob	capgen_mean_pplx	capgen_median_pplx	capgen_geomean_pplx	capgen_vocab_used	capgen_vocab_used_frac	capgen_min_freq_vocab_used	capgen_min_sent_len	capgen_mean_sent_len	capgen_max_sent_len	capgen_num_reused_sents	capgen_num_reused_sents_frac	capgen_reused_sents_WMD	capgen_num_reused_3grams	capgen_num_reused_4grams	capgen_num_reused_5grams	capgen_num_unique_sents	capgen_num_unique_sents_frac	capgen_num_types_nouns	capgen_num_types_adjectives	capgen_num_types_verbs	capgen_num_types_adverbs	capgen_num_types_unigrams	capgen_num_types_bigrams	capgen_num_types_trigrams	capgen_BLEU_1	capgen_BLEU_2	capgen_BLEU_3	capgen_BLEU_4	capgen_METEOR	capgen_ROUGE_L	capgen_CIDEr	capgen_SPICE	capgen_WMD	capgen_R@1	capgen_R@5	capgen_R@10	capgen_median_rank	capgen_R@1_frac	capgen_R@5_frac	capgen_R@10_frac	capgen_median_rank_frac	capgen_num_epochs	capgen_training_time	capgen_total_time
lm1b	False	-1.0	2	3000	1845	1312935	1.58356932407e-07	1.01659142202e-20	9.45086078745e-22	91.1315600201	56.6810815596	59.6490426899	1717	0.9306233062330623	5	5	16.865	20	0	0.0	None	1231	99	3	1000	1.0	1077	375	513	130	1717	11210	14369	11	87	173	585	2166929	3.1392621599e-05	4.59063577937e-10	3.5146755313e-11	9.93132316456	6.71973770028	7.41727583716	134	0.22905982905982905	5	5	12.652	20	0	0.0	None	9935	7003	4243	728	0.728	84	14	21	2	134	404	783	0.4770787227315462	0.29510633389509694	0.17741167759384965	0.10572939848021001	0.15719468368809497	0.371944545313	0.216589916587	0.0758230838953	0.0978082487675	67	192	287	34.5	0.067	0.192	0.287	0.0345	9	194	562
lm1b	False	-0.5	2	9487	4682	2626466	6.59989106275e-09	4.27016101157e-25	4.20234768772e-26	222.56321321	135.15319129	141.702298681	2984	0.6373344724476719	5	5	16.522	20	0	0.0	None	1822	193	15	1000	1.0	1785	541	846	169	2984	11844	14141	9	187	286	1084	2551159	1.42165103452e-05	1.49842760084e-11	8.62223422701e-13	14.9943995011	9.23820662104	10.1322508943	205	0.18911439114391143	8	5	10.316	20	0	0.0	None	8251	6848	5213	668	0.668	134	22	33	2	205	489	848	0.5823962776269307	0.3893591873527495	0.25239746345869685	0.16246511820593557	0.18448645057865293	0.422256268499	0.377422357245	0.119670567462	0.1244845217	101	298	412	18.0	0.101	0.298	0.412	0.018	8	186	573
lm1b	False	0.0	2	30000	10078	5124814	1.72089468987e-09	8.38837764971e-27	8.73723233434e-28	304.685322209	187.080447145	199.834984368	4006	0.3974995038698154	5	5	16.881	20	0	0.0	None	2858	440	62	1000	1.0	2385	675	1056	213	4006	12443	14484	10	742	866	1558	2916139	1.15006616461e-05	1.88949180359e-12	1.00510226883e-13	18.371201154	11.0322435973	12.1361182607	232	0.14890885750962773	5	5	10.617	20	0	0.0	None	8561	7196	5542	664	0.664	154	22	45	3	232	552	901	0.5804841292266572	0.3896227989286996	0.2547999906225615	0.16710028053509818	0.18748196838807707	0.428401779263	0.414870945382	0.125550249105	0.128887100341	115	321	444	14.0	0.115	0.321	0.444	0.014	7	176	603
lm1b	False	0.5	2	94868	19767	9610821	1.71230751041e-09	2.68718691981e-28	2.83251376025e-29	408.16545305	253.805190594	270.992554909	4569	0.23114281378054333	5	5	16.595	20	0	0.0	None	3182	598	74	1000	1.0	2716	772	1198	214	4569	12704	14320	12	3934	4107	2025	3275729	9.09759590213e-06	8.31931235841e-13	3.97679126535e-14	20.692032632	11.8526258285	13.172780828	306	0.1511111111111111	5	5	10.078	20	0	0.0	None	8014	6590	4942	715	0.715	202	19	71	3	306	676	1115	0.5835483230799182	0.3889972693755359	0.2550787770737218	0.1665315659901631	0.18718923767310658	0.426607564187	0.423983893084	0.123460104405	0.129545650395	141	357	491	11.0	0.141	0.357	0.491	0.011	8	213	683
lm1b	False	1.0	2	300000	36027	17139201	4.21773084915e-10	2.79939926783e-29	2.68835861141e-30	510.722489934	306.87863919	333.017362084	4890	0.1357315346823216	5	5	17.043	20	0	0.0	None	3871	796	115	1000	1.0	2920	835	1191	226	4890	13261	14822	6	9784	10050	2331	3511349	8.69657174483e-06	4.12552725727e-13	2.34493280382e-14	21.8612262021	12.4149988709	13.8280255153	309	0.13256113256113256	6	5	10.09	20	0	0.0	None	8000	6560	4914	689	0.689	215	25	59	2	309	704	1156	0.59563924677893	0.4047433440856636	0.26953332026972854	0.18010635251224616	0.19108893810638064	0.435068059548	0.442184971	0.128729326689	0.135972455741	152	382	509	10.0	0.152	0.382	0.509	0.01	7	196	701
lm1b	False	-1.0	3	3000	1840	1310620	7.57382021699e-08	1.93140233631e-20	1.49458195274e-21	84.8435034556	54.6174259849	57.1142373321	1708	0.9282608695652174	5	5	16.808	20	0	0.0	None	1117	82	4	1000	1.0	1063	361	547	131	1708	11511	14387	11	87	179	602	2180019	3.19840302539e-05	4.56770244798e-10	3.82445938598e-11	10.3826520278	6.65503654925	7.38819791696	137	0.22757475083056478	10	5	11.127	20	0	0.0	None	8518	5984	3483	703	0.703	90	13	19	2	137	414	813	0.5024714658038553	0.3074417100703313	0.1797712045154334	0.1020982805851851	0.15368087394345398	0.374484786719	0.223796178412	0.0723489924657	0.0957655640693	66	229	306	32.5	0.066	0.229	0.306	0.0325	9	196	550
lm1b	False	-0.5	3	9487	4651	2612113	1.06707158949e-08	2.00694438598e-25	2.1332171884e-26	247.163619971	142.991871431	149.682633964	3004	0.6458826058912062	5	5	16.739	20	0	0.0	None	2043	249	27	1000	1.0	1829	501	844	144	3004	11780	14297	9	187	286	1069	2539609	1.50489435284e-05	1.36465360546e-11	7.97794106789e-13	14.8910953452	9.14321681728	10.1486960657	208	0.19457436856875585	6	5	11.283	20	0	0.0	None	9219	7798	6037	750	0.75	138	18	40	1	208	521	899	0.5528671452627357	0.3666969680429234	0.23768512723491944	0.15344795912754172	0.18471225450053888	0.419815840409	0.370045690204	0.119656723663	0.126893823677	130	322	452	13.5	0.13	0.322	0.452	0.0135	9	209	605
lm1b	False	0.0	3	30000	10063	5117869	3.85651313232e-09	7.02814576421e-27	6.93015107668e-28	304.490492221	193.361487223	204.575858753	4201	0.4174699393818941	5	5	17.108	20	0	0.0	None	2588	365	44	1000	1.0	2513	742	1096	179	4201	12831	14766	9	673	799	1587	2938469	9.00562263993e-06	1.94532894039e-12	9.60087242535e-14	18.2110929232	11.0288115179	12.179729207	256	0.16131064902331443	10	5	9.885	18	0	0.0	None	7817	6423	4928	642	0.642	171	22	55	1	256	610	1025	0.595649974709095	0.40211983853918964	0.26239873473978176	0.17062628962413182	0.18748960303958287	0.432927011145	0.432941979022	0.125776006038	0.135286028857	136	358	489	11.0	0.136	0.358	0.489	0.011	7	178	596
lm1b	False	0.5	3	94868	19824	9637212	1.70231480021e-09	6.78474694647e-28	6.71100469026e-29	395.552267051	233.178806511	251.726290886	4516	0.2278046811945117	5	5	16.329	20	0	0.0	None	3143	515	58	1000	1.0	2603	813	1186	217	4516	12399	14049	11	3579	3756	2032	3281119	7.91652195113e-06	6.7579911556e-13	3.49840868181e-14	20.8843319383	11.9420391555	13.3154284327	318	0.15649606299212598	5	5	9.969	20	0	0.0	None	7887	6467	4824	729	0.729	209	29	67	1	318	745	1228	0.5909318888553926	0.40503856423305323	0.2701789299753312	0.17902869590164627	0.18847618313293946	0.433558526913	0.449273455625	0.129034962213	0.138451846667	164	410	539	9.0	0.164	0.41	0.539	0.009	8	214	672
lm1b	False	1.0	3	300000	36064	17156332	1.64221126513e-10	2.2938130982e-29	2.68303258339e-30	515.807464202	311.326449252	335.478043034	4716	0.13076752440106476	5	5	16.563	20	0	0.0	None	3705	702	102	1000	1.0	2742	803	1254	219	4716	12862	14330	7	11091	11348	2334	3513659	7.29927733719e-06	4.83394804432e-13	2.41647560549e-14	21.4079999709	12.4629077917	13.7444747474	308	0.1319622964867181	5	5	10.345	18	0	0.0	None	8269	6801	5109	743	0.743	214	18	64	1	308	685	1154	0.5911068148863614	0.39964466662269893	0.2633237465665077	0.17391279060502327	0.1902951150483801	0.433496815136	0.444849396389	0.130182737887	0.133558849754	167	419	551	9.0	0.167	0.419	0.551	0.009	7	196	698
lm1b	True	-1.0	4	3000	1840	1310620	1.95977896106e-07	6.44618716926e-20	8.05654861995e-21	69.742765152	46.4752539291	49.3739829305	1697	0.9222826086956522	5	5	16.455	20	0	0.0	None	998	76	3	1000	1.0	1044	391	544	132	1697	11297	14055	7	56	146	575	2159229	1.53693104252e-05	3.59190426559e-11	3.15655071536e-12	12.2000428025	8.18389809723	8.99921405094	92	0.16	10	5	7.01	13	0	0.0	None	4706	3019	1455	394	0.394	60	10	12	1	92	229	419	0.5574140611343567	0.36357801015548064	0.2189637691494996	0.12939877122410748	0.13411940098683278	0.38303082725	0.211870418885	0.0604380541029	0.0877128015083	60	188	256	41.0	0.06	0.188	0.256	0.041	11	158	469
lm1b	True	-0.5	4	9487	4618	2596834	2.79142554775e-09	5.28715828425e-25	4.67403465536e-26	224.372277391	133.3078375	141.916864236	3030	0.6561281940233867	5	5	16.962	20	0	0.0	None	2052	267	21	1000	1.0	1825	554	856	171	3030	12006	14487	9	185	287	1047	2522669	5.89144515464e-06	7.24387247507e-13	5.64544208187e-14	17.9944927709	11.5765278695	12.6580660182	157	0.14995224450811842	20	5	9.251	18	0	0.0	None	7190	5722	4020	609	0.609	103	14	27	1	157	349	625	0.5927434941875904	0.40460061990946306	0.263380893540463	0.16847610850754288	0.1772704251694447	0.424560374521	0.389193898623	0.116731732564	0.127191867988	106	301	427	15.0	0.106	0.301	0.427	0.015	10	162	527
lm1b	True	0.0	4	30000	10103	5136389	5.37868050824e-09	7.66571120016e-27	7.76340689485e-28	324.448625006	188.836944839	203.170073876	3979	0.393843412847669	5	5	16.405	20	0	0.0	None	2650	423	54	1000	1.0	2342	685	1074	203	3979	12114	13979	8	600	725	1589	2940009	6.10444351694e-06	9.45031021078e-14	5.80449100028e-15	23.1961571501	13.8070995818	15.3355272426	233	0.14663310258023915	10	5	9.055	18	0	0.0	None	7004	5637	4049	693	0.693	148	24	43	1	233	497	815	0.6097052568076543	0.41607155468123086	0.2717451885303895	0.17700921159117947	0.18099687077378837	0.432768547443	0.422776614593	0.120615327659	0.133731243651	139	369	511	10.0	0.139	0.369	0.511	0.01	11	200	595
lm1b	True	0.5	4	94868	19903	9673789	1.00236086224e-09	3.61251366432e-28	3.76562076357e-29	406.148361613	244.79055887	265.337277182	4563	0.22926192031352058	5	5	16.992	20	0	0.0	None	3286	571	73	1000	1.0	2682	760	1224	215	4563	13042	14695	13	4253	4425	2043	3289589	5.50549012313e-06	5.0182898177e-14	2.6922299546e-15	26.0313902202	15.0261853759	16.3979920797	247	0.12090063631913853	10	5	8.948	17	0	0.0	None	6892	5531	3958	709	0.709	165	15	49	2	247	547	894	0.6201944618165285	0.42918408206621134	0.2873555755191192	0.1906739362855291	0.18359024553474002	0.439847815081	0.452893341947	0.122810927278	0.134664593664	160	397	528	9.0	0.16	0.397	0.528	0.009	12	235	674
